date,day_of_week,week_of_year,food_item,temperature,is_exam_day,is_event_day,is_holiday,avg_last_7_days_sales,prev_day_sales,quantity_prepared,actual_sales,leftover_quantity
2024-07-21,6,29,Pasta,28.68,1,1,1,121,116,89,74,15
2024-07-22,0,30,Dal Tadka,32.46,1,0,0,132,119,120,113,7
2024-07-23,1,30,Paratha,35.49,0,1,0,107,96,142,125,17
2024-07-24,2,30,Upma,25.67,0,0,0,73,71,93,67,26
2024-07-25,3,30,Idli Sambar,30.4,0,1,0,140,127,155,160,0
2024-07-26,4,30,Sandwich,35.07,1,0,0,147,147,141,114,27
2024-07-27,5,30,Paratha,34.63,0,0,0,76,87,85,66,19
2024-07-28,6,30,Rajma Rice,29.07,1,0,1,148,138,105,73,32
2024-07-29,0,31,Idli Sambar,34.53,0,0,0,115,126,120,114,6
2024-07-30,1,31,Chicken Biryani,28.74,1,1,0,82,73,98,81,17
2024-07-31,2,31,Poha,31.33,0,1,0,110,114,139,133,6
2024-08-01,3,31,Pasta,36.71,0,0,0,122,118,129,113,16
2024-08-02,4,31,Upma,32.83,1,0,0,62,62,47,17,30
2024-08-03,5,31,Noodles,37.57,1,1,0,146,160,153,131,22
2024-08-04,6,31,Fries,32.44,0,1,1,101,107,105,101,4
2024-08-05,0,32,Noodles,41.92,1,0,0,67,66,38,40,0
2024-08-06,1,32,Paratha,26.1,0,1,0,106,103,139,142,0
2024-08-07,2,32,Pasta,27.56,0,1,0,108,114,147,117,30
2024-08-08,3,32,Masala Dosa,32.28,0,0,0,118,128,136,120,16
2024-08-09,4,32,Chole Bhature,30.85,1,0,0,64,64,49,26,23
2024-08-10,5,32,Veg Biryani,25.14,0,0,0,140,134,163,139,24
2024-08-11,6,32,Chicken Biryani,32.33,0,1,1,85,72,96,71,25
2024-08-12,0,33,Fried Rice,25.06,1,1,0,132,120,130,130,0
2024-08-13,1,33,Dal Tadka,27.67,0,1,0,132,130,158,157,1
2024-08-14,2,33,Sandwich,25.09,1,0,0,81,69,65,66,0
2024-08-15,3,33,Fried Rice,31.7,1,0,0,103,97,75,75,0
2024-08-16,4,33,"Schezwan Fried Rice,Paneer Butter Masala",28.88,0,0,0,130,118,149,133,16
2024-08-17,5,33,Upma,26.86,0,1,0,138,137,170,160,10
2024-08-18,6,33,Sandwich,41.72,1,0,1,114,125,71,41,30
2024-08-19,0,34,Rajma Rice,28.11,0,0,0,74,65,83,60,23
2024-08-20,1,34,Paratha,32.63,1,1,0,83,95,98,82,16
2024-08-21,2,34,Masala Dosa,34.64,0,0,0,110,115,112,88,24
2024-08-22,3,34,Rajma Rice,23.75,1,1,0,73,76,86,68,18
2024-08-23,4,34,Upma,33.65,1,1,0,69,73,85,79,6
2024-08-24,5,34,Dal Tadka,32.74,0,0,0,112,124,133,109,24
2024-08-25,6,34,Chicken Biryani,23.72,1,0,1,66,63,21,3,18
2024-08-26,0,35,"Schezwan Fried Rice,Paneer Butter Masala",32.55,1,1,0,111,113,111,103,8
2024-08-27,1,35,Rajma Rice,28.28,0,1,0,87,83,124,106,18
2024-08-28,2,35,"Schezwan Fried Rice,Paneer Butter Masala",36.35,1,0,0,74,81,55,39,16
2024-08-29,3,35,Paratha,35.03,0,0,0,92,106,104,92,12
2024-08-30,4,35,Masala Dosa,31.48,1,1,0,93,86,95,82,13
2024-08-31,5,35,Veg Biryani,40.41,1,1,0,116,114,116,88,28
2024-09-01,6,35,Masala Dosa,30.05,1,1,1,133,132,113,91,22
2024-09-02,0,36,Upma,32.12,1,1,0,63,71,66,57,9
2024-09-03,1,36,Upma,36.07,0,1,0,129,135,151,141,10
2024-09-04,2,36,Rajma Rice,33.71,1,0,0,112,100,90,80,10
2024-09-05,3,36,Sandwich,30.95,1,0,0,71,85,63,45,18
2024-09-06,4,36,Upma,19.82,1,0,0,108,114,105,82,23
2024-09-07,5,36,Rajma Rice,33.15,1,1,0,128,119,136,133,3
2024-09-08,6,36,Rajma Rice,31.8,1,0,1,127,130,79,59,20
2024-09-09,0,37,Fries,30.27,1,0,0,100,92,94,71,23
2024-09-10,1,37,Chole Bhature,34.31,0,0,0,111,120,119,87,32
2024-09-11,2,37,Sandwich,27.46,0,0,0,103,104,118,115,3
2024-09-12,3,37,Pasta,30.31,1,0,0,116,112,104,104,0
2024-09-13,4,37,Noodles,26.07,1,1,0,93,104,108,82,26
2024-09-14,5,37,Pasta,25.81,1,1,0,121,130,125,121,4
2024-09-15,6,37,Paratha,27.21,1,0,1,94,98,49,18,31
2024-09-16,0,38,Fried Rice,27.94,1,1,0,75,89,82,81,1
2024-09-17,1,38,Fries,37.19,1,0,0,143,156,129,112,17
2024-09-18,2,38,Idli Sambar,33.7,1,0,0,87,76,77,51,26
2024-09-19,3,38,Upma,29.54,0,1,0,142,143,175,178,0
2024-09-20,4,38,"Schezwan Fried Rice,Paneer Butter Masala",32.76,0,1,0,146,138,186,186,0
2024-09-21,5,38,Pasta,41.56,1,1,0,76,85,92,85,7
2024-09-22,6,38,Noodles,29.99,0,0,1,111,102,80,77,3
2024-09-23,0,39,Fried Rice,33.84,1,0,0,143,137,138,121,17
2024-09-24,1,39,Idli Sambar,32.69,1,1,0,141,136,141,138,3
2024-09-25,2,39,Noodles,26.71,1,0,0,85,72,64,44,20
2024-09-26,3,39,Upma,27.61,1,1,0,88,78,97,96,1
2024-09-27,4,39,Veg Biryani,43.45,0,1,0,66,61,94,90,4
2024-09-28,5,39,Noodles,27.15,1,0,0,122,122,103,105,0
2024-09-29,6,39,"Schezwan Fried Rice,Paneer Butter Masala",23.1,0,0,1,143,149,125,124,1
2024-09-30,0,40,Dal Tadka,33.13,0,1,0,80,69,102,85,17
2024-10-01,1,40,Pasta,38.55,0,0,0,139,151,159,149,10
2024-10-02,2,40,Noodles,36.05,1,1,0,62,63,70,42,28
2024-10-03,3,40,Upma,30.46,1,1,0,79,78,88,74,14
2024-10-04,4,40,Chole Bhature,32.91,1,1,0,98,109,107,96,11
2024-10-05,5,40,Poha,31.45,0,1,0,137,128,177,152,25
2024-10-06,6,40,Pasta,27.47,1,0,1,143,137,102,110,0
2024-10-07,0,41,Poha,24.85,1,1,0,125,115,119,101,18
2024-10-08,1,41,Sandwich,31.89,1,0,0,130,121,109,99,10
2024-10-09,2,41,Upma,21.14,0,0,0,61,64,64,63,1
2024-10-10,3,41,Paratha,26.48,0,0,0,113,112,124,95,29
2024-10-11,4,41,Rajma Rice,25.17,0,1,0,109,110,144,145,0
2024-10-12,5,41,Noodles,26.91,0,0,0,80,81,84,62,22
2024-10-13,6,41,Dal Tadka,28.53,1,0,1,65,63,25,28,0
2024-10-14,0,42,Paratha,24.56,1,1,0,136,148,143,135,8
2024-10-15,1,42,Dal Tadka,25.97,1,0,0,98,83,76,52,24
2024-10-16,2,42,Dal Tadka,28.81,1,1,0,63,73,65,46,19
2024-10-17,3,42,Pasta,31.73,0,1,0,66,73,105,81,24
2024-10-18,4,42,Fries,24.96,1,1,0,109,119,115,107,8
2024-10-19,5,42,Fries,26.03,1,0,0,103,104,92,87,5
2024-10-20,6,42,"Schezwan Fried Rice,Paneer Butter Masala",25.63,0,0,1,125,117,107,85,22
2024-10-21,0,43,Paratha,34.15,1,1,0,99,96,99,93,6
2024-10-22,1,43,Veg Biryani,31.06,0,0,0,92,95,104,94,10
2024-10-23,2,43,Paratha,27.72,1,0,0,102,104,98,85,13
2024-10-24,3,43,Idli Sambar,23.22,0,0,0,72,86,93,66,27
2024-10-25,4,43,Poha,42.43,0,0,0,142,133,152,123,29
2024-10-26,5,43,Idli Sambar,30.68,1,0,0,148,134,136,109,27
2024-10-27,6,43,Fries,38.74,1,1,1,112,99,87,85,2
2024-10-28,0,44,"Schezwan Fried Rice,Paneer Butter Masala",30.26,0,0,0,134,136,143,112,31
2024-10-29,1,44,Idli Sambar,40.9,0,0,0,109,116,120,104,16
2024-10-30,2,44,Idli Sambar,29.93,1,1,0,76,82,95,88,7
2024-10-31,3,44,Sandwich,31.86,1,0,0,111,110,90,62,28
2024-11-01,4,44,"Schezwan Fried Rice,Paneer Butter Masala",23.48,0,0,0,98,96,118,115,3
2024-11-02,5,44,Rajma Rice,27.33,1,1,0,101,94,104,102,2
2024-11-03,6,44,Paratha,31.73,0,1,1,116,112,133,119,14
2024-11-04,0,45,Paratha,41.81,1,0,0,118,109,102,104,0
2024-11-05,1,45,Fries,30.18,0,1,0,131,117,168,156,12
2024-11-06,2,45,Poha,32.36,0,1,0,128,132,150,149,1
2024-11-07,3,45,Idli Sambar,28.42,1,0,0,101,102,83,80,3
2024-11-08,4,45,Noodles,16.78,0,1,0,149,145,185,182,3
2024-11-09,5,45,Veg Biryani,25.53,1,1,0,94,100,103,78,25
2024-11-10,6,45,Dal Tadka,33.15,0,0,1,66,72,53,28,25
2024-11-11,0,46,Upma,21.85,1,1,0,125,137,128,117,11
2024-11-12,1,46,Noodles,42.36,1,1,0,113,100,124,118,6
2024-11-13,2,46,Fried Rice,29.84,1,0,0,118,113,106,73,33
2024-11-14,3,46,Sandwich,37.05,0,1,0,65,50,87,70,17
2024-11-15,4,46,Chole Bhature,30.1,1,0,0,147,141,131,130,1
2024-11-16,5,46,Idli Sambar,34.54,1,1,0,128,129,146,119,27
2024-11-17,6,46,Pasta,35.45,1,1,1,132,128,119,93,26
2024-11-18,0,47,Idli Sambar,25.74,1,0,0,105,96,87,62,25
2024-11-19,1,47,Paratha,31.48,0,0,0,111,111,108,100,8
2024-11-20,2,47,Rajma Rice,22.39,1,1,0,107,102,117,98,19
2024-11-21,3,47,Chicken Biryani,26.31,1,0,0,133,138,116,103,13
2024-11-22,4,47,Chole Bhature,32.74,0,1,0,119,132,147,131,16
2024-11-23,5,47,"Schezwan Fried Rice,Paneer Butter Masala",27.13,0,0,0,93,82,97,104,0
2024-11-24,6,47,Masala Dosa,35.57,1,0,1,63,54,29,13,16
2024-11-25,0,48,Masala Dosa,27.74,0,1,0,93,78,135,124,11
2024-11-26,1,48,Rajma Rice,25.6,0,1,0,145,153,173,154,19
2024-11-27,2,48,"Schezwan Fried Rice,Paneer Butter Masala",27.99,1,1,0,125,116,133,130,3
2024-11-28,3,48,Chole Bhature,27.2,1,1,0,108,111,117,115,2
2024-11-29,4,48,Rajma Rice,32.69,1,1,0,137,123,141,128,13
2024-11-30,5,48,Fried Rice,31.36,0,0,0,61,62,81,77,4
2024-12-01,6,48,Dal Tadka,29.74,0,1,1,79,69,83,84,0
2024-12-02,0,49,Upma,33.77,0,0,0,122,131,127,126,1
2024-12-03,1,49,Dal Tadka,33.62,0,0,0,135,145,156,132,24
2024-12-04,2,49,Chole Bhature,24.98,0,0,0,100,96,102,95,7
2024-12-05,3,49,Pasta,27.76,0,1,0,112,119,151,123,28
2024-12-06,4,49,Idli Sambar,31.93,1,0,0,105,112,93,61,32
2024-12-07,5,49,Sandwich,33.11,0,0,0,68,81,78,55,23
2024-12-08,6,49,Rajma Rice,31.44,0,1,1,76,86,84,64,20
2024-12-09,0,50,Fries,37.93,1,1,0,79,69,78,85,0
2024-12-10,1,50,Fries,29.91,0,1,0,140,148,183,160,23
2024-12-11,2,50,Fries,32.98,1,0,0,146,154,132,126,6
2024-12-12,3,50,Idli Sambar,27.52,1,1,0,98,83,107,94,13
2024-12-13,4,50,Upma,39.45,0,1,0,117,124,148,119,29
2024-12-14,5,50,Rajma Rice,29.31,1,1,0,120,118,132,130,2
2024-12-15,6,50,Sandwich,32.82,1,0,1,110,119,73,64,9
2024-12-16,0,51,Paratha,32.06,0,0,0,66,61,80,64,16
2024-12-17,1,51,Poha,26.44,1,0,0,74,64,66,48,18
2024-12-18,2,51,"Schezwan Fried Rice,Paneer Butter Masala",22.04,0,0,0,131,143,129,128,1
2024-12-19,3,51,Rajma Rice,24.36,1,0,0,137,141,123,101,22
2024-12-20,4,51,"Schezwan Fried Rice,Paneer Butter Masala",30.01,1,0,0,109,94,89,68,21
2024-12-21,5,51,Upma,35.39,1,1,0,63,63,61,57,4
2024-12-22,6,51,Masala Dosa,16.14,1,0,1,141,148,93,100,0
2024-12-23,0,52,Sandwich,40.35,1,0,0,104,105,100,96,4
2024-12-24,1,52,Pasta,27.57,1,0,0,98,96,93,73,20
2024-12-25,2,52,Chicken Biryani,32.39,0,0,0,67,67,71,63,8
2024-12-26,3,52,Upma,31.26,0,1,0,64,53,111,98,13
2024-12-27,4,52,Noodles,33.9,0,1,0,109,111,138,120,18
2024-12-28,5,52,Fried Rice,37.85,0,0,0,141,155,156,141,15
2024-12-29,6,52,Veg Biryani,25.81,0,0,1,106,118,94,76,18
2024-12-30,0,1,Poha,30.23,0,1,0,100,111,131,127,4
2024-01-01,0,1,Chole Bhature,30.32,0,0,0,121,121,143,122,21
2024-01-02,1,1,"Schezwan Fried Rice,Paneer Butter Masala",29.26,1,0,0,139,151,126,111,15
2024-01-03,2,1,Sandwich,32.4,0,1,0,91,88,120,110,10
2024-01-04,3,1,Chole Bhature,29.85,1,1,0,64,53,61,45,16
2024-01-05,4,1,Masala Dosa,37.32,1,1,0,125,122,128,123,5
2024-01-06,5,1,Paratha,30.79,0,1,0,79,80,117,98,19
2024-01-07,6,1,Sandwich,36.35,0,0,1,64,62,50,46,4
2024-01-08,0,2,Fried Rice,38.29,1,0,0,132,119,111,93,18
2024-01-09,1,2,Fried Rice,35.24,0,0,0,142,150,148,120,28
2024-01-10,2,2,Chicken Biryani,25.24,0,0,0,133,129,158,134,24
2024-01-11,3,2,Sandwich,31.39,1,1,0,133,135,136,117,19
2024-01-12,4,2,Fries,18.43,0,1,0,75,80,117,88,29
2024-01-13,5,2,Chole Bhature,30.1,0,0,0,104,110,124,113,11
2024-01-14,6,2,Fries,28.15,0,1,1,103,100,100,82,18
2024-01-15,0,3,Idli Sambar,32.76,0,0,0,92,80,94,91,3
2024-01-16,1,3,Masala Dosa,31.87,0,0,0,94,103,96,104,0
2024-01-17,2,3,Dal Tadka,31.69,0,0,0,77,79,91,87,4
2024-01-18,3,3,Chole Bhature,31.53,1,0,0,70,67,52,46,6
2024-01-19,4,3,Poha,29.86,0,0,0,126,127,142,129,13
2024-01-20,5,3,Fried Rice,35.72,1,0,0,137,148,119,111,8
2024-01-21,6,3,Sandwich,31.88,1,1,1,77,74,51,35,16
2024-01-22,0,4,Paratha,34.48,0,1,0,114,118,147,141,6
2024-01-23,1,4,Dal Tadka,24.73,0,0,0,129,142,136,132,4
2024-01-24,2,4,Poha,20.0,0,0,0,103,89,118,100,18
2024-01-25,3,4,Chicken Biryani,19.51,0,0,0,141,144,145,147,0
2024-01-26,4,4,Fries,27.72,1,1,0,93,79,94,92,2
2024-01-27,5,4,Masala Dosa,26.63,1,1,0,86,86,92,82,10
2024-01-28,6,4,Masala Dosa,34.91,0,1,1,77,62,71,66,5
2024-01-29,0,5,Noodles,25.19,1,0,0,73,63,51,39,12
2024-01-30,1,5,Pasta,28.67,0,1,0,84,89,118,122,0
2024-01-31,2,5,Paratha,31.47,1,0,0,134,131,131,112,19
2024-02-01,3,5,Paratha,35.08,0,0,0,124,128,145,134,11
2024-02-02,4,5,Pasta,35.05,1,1,0,89,100,82,66,16
2024-02-03,5,5,Paratha,32.85,1,1,0,92,87,98,91,7
2024-02-04,6,5,Upma,29.91,0,1,1,91,90,107,92,15
2024-02-05,0,6,Chole Bhature,30.51,0,0,0,99,111,115,101,14
2024-02-06,1,6,Poha,31.15,0,0,0,148,142,170,141,29
2024-02-07,2,6,Fried Rice,30.74,0,1,0,118,119,151,145,6
2024-02-08,3,6,Upma,26.78,0,1,0,95,89,121,115,6
2024-02-09,4,6,Noodles,32.01,1,0,0,106,120,88,77,11
2024-02-10,5,6,Dal Tadka,29.65,0,0,0,109,108,124,104,20
2024-02-11,6,6,Rajma Rice,30.55,0,0,1,137,141,108,87,21
2024-02-12,0,7,Poha,35.54,0,1,0,64,73,96,94,2
2024-02-13,1,7,Masala Dosa,28.47,0,1,0,96,109,121,124,0
2024-02-14,2,7,Masala Dosa,36.99,1,0,0,97,105,79,57,22
2024-02-15,3,7,Pasta,27.94,1,1,0,106,91,107,92,15
2024-02-16,4,7,Idli Sambar,41.9,0,0,0,73,86,80,58,22
2024-02-17,5,7,Noodles,32.55,1,1,0,87,89,95,75,20
2024-02-18,6,7,Fries,35.95,0,0,1,140,133,124,118,6
2024-02-19,0,8,Chole Bhature,25.24,1,0,0,103,99,81,70,11
2024-02-20,1,8,Paratha,34.65,0,1,0,129,120,170,148,22
2024-02-21,2,8,Noodles,37.08,0,0,0,118,118,117,108,9
2024-02-22,3,8,Veg Biryani,22.82,0,0,0,72,75,81,67,14
2024-02-23,4,8,Paratha,37.23,0,1,0,65,53,100,79,21
2024-02-24,5,8,Fried Rice,31.71,1,0,0,86,83,68,68,0
2024-02-25,6,8,Poha,25.69,1,0,1,80,81,33,7,26
2024-02-26,0,9,Poha,27.07,1,1,0,109,98,119,117,2
2024-02-27,1,9,Noodles,20.74,0,1,0,142,147,181,167,14
2024-02-28,2,9,Sandwich,38.8,1,0,0,106,101,95,103,0
2024-02-29,3,9,Veg Biryani,35.91,1,0,0,129,134,107,89,18
2024-03-01,4,9,Noodles,29.79,1,0,0,113,116,88,77,11
2024-03-02,5,9,Rajma Rice,22.11,0,1,0,107,101,146,125,21
2024-03-03,6,9,Paratha,34.82,0,1,1,61,51,60,48,12
2024-03-04,0,10,Noodles,34.66,0,0,0,137,131,144,133,11
2024-03-05,1,10,Chicken Biryani,39.15,0,1,0,121,127,160,143,17
2024-03-06,2,10,Upma,29.44,1,0,0,128,127,110,90,20
2024-03-07,3,10,Sandwich,28.95,1,1,0,119,117,120,121,0
2024-03-08,4,10,Fried Rice,30.51,1,0,0,77,84,49,29,20
2024-03-09,5,10,Poha,21.28,0,0,0,110,116,108,94,14
2024-03-10,6,10,"Schezwan Fried Rice,Paneer Butter Masala",36.86,0,1,1,99,96,107,82,25
2024-03-11,0,11,Masala Dosa,23.66,1,0,0,139,146,135,114,21
2024-03-12,1,11,Fries,29.61,0,1,0,115,107,151,123,28
2024-03-13,2,11,Fries,31.15,1,0,0,68,76,61,49,12
2024-03-14,3,11,Paratha,26.31,0,0,0,95,103,116,96,20
2024-03-15,4,11,Fries,41.39,1,0,0,148,146,138,131,7
2024-03-16,5,11,Chole Bhature,34.88,0,1,0,135,138,171,149,22
2024-03-17,6,11,Veg Biryani,31.9,0,1,1,88,101,84,59,25
2024-03-18,0,12,Veg Biryani,25.14,1,0,0,61,70,45,31,14
2024-03-19,1,12,Sandwich,38.14,1,1,0,129,140,134,110,24
2024-03-20,2,12,"Schezwan Fried Rice,Paneer Butter Masala",28.04,1,0,0,94,83,78,64,14
2024-03-21,3,12,Noodles,29.82,0,0,0,113,114,127,113,14
2024-03-22,4,12,Noodles,33.1,1,1,0,70,64,79,71,8
2024-03-23,5,12,Pasta,28.76,1,1,0,118,130,128,119,9
2024-03-24,6,12,Idli Sambar,32.21,0,0,1,81,94,56,46,10
2024-03-25,0,13,Noodles,25.67,1,0,0,106,100,99,101,0
2024-03-26,1,13,Dal Tadka,33.99,1,0,0,134,140,109,111,0
2024-03-27,2,13,Pasta,28.82,1,1,0,72,78,71,46,25
2024-03-28,3,13,Noodles,33.61,1,1,0,65,69,73,54,19
2024-03-29,4,13,"Schezwan Fried Rice,Paneer Butter Masala",30.94,0,0,0,109,121,117,104,13
2024-03-30,5,13,"Schezwan Fried Rice,Paneer Butter Masala",32.07,1,1,0,78,71,90,81,9
2024-03-31,6,13,"Schezwan Fried Rice,Paneer Butter Masala",32.65,1,0,1,146,145,98,91,7
2024-04-01,0,14,Dal Tadka,30.55,1,0,0,85,71,86,60,26
2024-04-02,1,14,Noodles,38.18,1,1,0,60,60,67,67,0
2024-04-03,2,14,Fried Rice,27.56,1,1,0,76,89,79,65,14
2024-04-04,3,14,Masala Dosa,31.47,1,1,0,97,85,95,79,16
2024-04-05,4,14,Pasta,34.38,0,1,0,72,83,88,84,4
2024-04-06,5,14,Sandwich,33.11,0,0,0,125,113,138,139,0
2024-04-07,6,14,Dal Tadka,24.83,0,1,1,61,48,66,43,23
2024-04-08,0,15,Chole Bhature,35.86,1,0,0,103,88,92,72,20
2024-04-09,1,15,"Schezwan Fried Rice,Paneer Butter Masala",32.37,0,0,0,149,161,163,151,12
2024-04-10,2,15,Upma,32.05,0,1,0,138,144,175,151,24
2024-04-11,3,15,Chole Bhature,23.0,1,1,0,68,53,68,47,21
2024-04-12,4,15,Chicken Biryani,30.91,0,0,0,109,117,128,119,9
2024-04-13,5,15,Sandwich,25.84,0,1,0,84,95,113,100,13
2024-04-14,6,15,"Schezwan Fried Rice,Paneer Butter Masala",32.97,1,0,1,92,95,56,46,10
2024-04-15,0,16,Fries,38.59,0,0,0,146,153,160,142,18
2024-04-16,1,16,Dal Tadka,31.71,0,0,0,93,89,99,103,0
2024-04-17,2,16,Chole Bhature,33.66,0,0,0,92,84,108,80,28
2024-04-18,3,16,Masala Dosa,30.47,1,1,0,100,94,110,112,0
2024-04-19,4,16,Paratha,30.44,1,0,0,112,112,114,97,17
2024-04-20,5,16,Upma,41.61,0,0,0,66,67,85,70,15
2024-04-21,6,16,Dal Tadka,29.8,1,0,1,125,136,92,91,1
2024-04-22,0,17,Noodles,26.39,0,0,0,70,77,94,69,25
2024-04-23,1,17,"Schezwan Fried Rice,Paneer Butter Masala",31.4,0,0,0,70,81,89,61,28
2024-04-24,2,17,Pasta,35.95,1,0,0,100,86,91,79,12
2024-04-25,3,17,Fried Rice,29.75,0,1,0,63,71,100,94,6
2024-04-26,4,17,Noodles,33.18,0,0,0,124,132,132,114,18
2024-04-27,5,17,Poha,32.29,1,1,0,127,126,147,135,12
2024-04-28,6,17,Dal Tadka,34.54,0,0,1,120,125,107,97,10
2024-04-29,0,18,Fried Rice,31.4,1,0,0,69,58,52,45,7
2024-04-30,1,18,Veg Biryani,22.9,0,1,0,117,104,156,158,0
2024-05-01,2,18,Dal Tadka,37.54,1,1,0,137,142,156,148,8
2024-05-02,3,18,"Schezwan Fried Rice,Paneer Butter Masala",32.56,0,0,0,60,45,72,68,4
2024-05-03,4,18,"Schezwan Fried Rice,Paneer Butter Masala",32.69,0,0,0,99,85,97,87,10
2024-05-04,5,18,Sandwich,31.45,1,1,0,96,82,98,94,4
2024-05-05,6,18,Idli Sambar,28.11,0,1,1,122,115,123,111,12
2024-05-06,0,19,Fries,19.92,0,0,0,126,118,123,122,1
2024-05-07,1,19,Sandwich,27.18,0,1,0,96,96,133,117,16
2024-05-08,2,19,Veg Biryani,36.82,1,0,0,72,60,50,34,16
2024-05-09,3,19,Veg Biryani,20.38,0,0,0,110,103,114,109,5
2024-05-10,4,19,Chicken Biryani,29.3,0,1,0,95,94,133,119,14
2024-05-11,5,19,"Schezwan Fried Rice,Paneer Butter Masala",25.68,1,0,0,99,84,93,92,1
2024-05-12,6,19,"Schezwan Fried Rice,Paneer Butter Masala",31.37,0,1,1,88,99,76,83,0
2024-05-13,0,20,Poha,21.77,1,0,0,86,76,67,68,0
2024-05-14,1,20,Veg Biryani,30.65,1,0,0,65,58,55,45,10
2024-05-15,2,20,Masala Dosa,21.97,1,0,0,95,104,72,79,0
2024-05-16,3,20,Upma,36.47,0,0,0,79,68,100,78,22
2024-05-17,4,20,Poha,33.44,1,1,0,124,129,127,109,18
2024-05-18,5,20,Masala Dosa,34.29,0,0,0,109,105,118,120,0
2024-05-19,6,20,Idli Sambar,28.52,1,1,1,67,57,34,30,4
2024-05-20,0,21,"Schezwan Fried Rice,Paneer Butter Masala",33.7,0,0,0,72,65,91,67,24
2024-05-21,1,21,"Schezwan Fried Rice,Paneer Butter Masala",25.33,1,0,0,125,139,126,108,18
2024-05-22,2,21,"Schezwan Fried Rice,Paneer Butter Masala",35.98,1,0,0,147,144,127,130,0
2024-05-23,3,21,Rajma Rice,27.5,0,0,0,76,77,89,92,0
2024-05-24,4,21,Dal Tadka,25.39,1,0,0,72,68,52,47,5
2024-05-25,5,21,Poha,34.03,1,1,0,128,126,138,115,23
2024-05-26,6,21,Masala Dosa,33.0,0,1,1,98,102,98,87,11
2024-05-27,0,22,Fries,26.75,1,0,0,99,108,99,68,31
2024-05-28,1,22,Chole Bhature,25.34,1,0,0,65,73,49,23,26
2024-05-29,2,22,Masala Dosa,33.32,1,0,0,118,108,89,79,10
2024-05-30,3,22,Dal Tadka,34.22,0,1,0,113,124,142,136,6
2024-05-31,4,22,Dal Tadka,26.93,1,0,0,60,73,43,39,4
2024-06-01,5,22,Paratha,28.31,1,0,0,87,78,75,68,7
2024-06-02,6,22,Chicken Biryani,24.39,0,1,1,70,68,69,58,11
2024-06-03,0,23,Veg Biryani,33.48,1,1,0,113,116,117,89,28
2024-06-04,1,23,Masala Dosa,40.22,0,0,0,148,141,157,133,24
2024-06-05,2,23,Veg Biryani,27.37,1,1,0,135,122,144,144,0
2024-06-06,3,23,Chicken Biryani,30.51,0,1,0,133,135,163,153,10
2024-06-07,4,23,Poha,22.55,0,1,0,136,145,161,142,19
2024-06-08,5,23,Sandwich,31.48,0,0,0,110,122,120,116,4
2024-06-09,6,23,Chicken Biryani,27.06,1,1,1,147,158,120,127,0
2024-06-10,0,24,Fries,33.5,1,0,0,96,109,86,64,22
2024-06-11,1,24,Paratha,33.36,1,1,0,89,101,82,61,21
2024-06-12,2,24,Paratha,25.07,1,1,0,124,120,127,133,0
2024-06-13,3,24,Paratha,35.33,1,1,0,118,131,130,102,28
2024-06-14,4,24,Masala Dosa,32.9,1,0,0,67,74,58,54,4
2024-06-15,5,24,Masala Dosa,33.74,1,1,0,89,100,98,70,28
2024-06-16,6,24,Dal Tadka,33.98,0,0,1,61,68,48,51,0
2024-06-17,0,25,Pasta,32.7,0,0,0,85,81,98,72,26
2024-06-18,1,25,Masala Dosa,30.8,1,1,0,83,92,82,69,13
2024-06-19,2,25,Upma,30.1,1,0,0,70,62,60,53,7
2024-06-20,3,25,Paratha,29.57,0,1,0,138,151,162,159,3
2024-06-21,4,25,Veg Biryani,30.45,0,0,0,126,121,133,119,14
2024-06-22,5,25,Fried Rice,24.64,1,0,0,98,92,80,57,23
2024-06-23,6,25,Rajma Rice,34.01,1,0,1,65,70,28,0,28
2024-06-24,0,26,Rajma Rice,30.82,1,1,0,136,123,152,141,11
2024-06-25,1,26,Chole Bhature,35.66,0,1,0,127,141,162,158,4
2024-06-26,2,26,Upma,28.13,0,0,0,99,104,109,99,10
2024-06-27,3,26,"Schezwan Fried Rice,Paneer Butter Masala",25.64,1,1,0,130,141,146,141,5
2024-06-28,4,26,Rajma Rice,30.69,1,0,0,65,59,61,51,10
2024-06-29,5,26,"Schezwan Fried Rice,Paneer Butter Masala",36.8,0,0,0,125,119,138,113,25
2024-06-30,6,26,Veg Biryani,20.82,1,1,1,130,132,116,106,10
2024-07-01,0,27,Noodles,29.1,1,0,0,109,101,97,70,27
2024-07-02,1,27,Upma,25.71,0,1,0,103,100,142,126,16
2024-07-03,2,27,Chicken Biryani,32.46,1,0,0,147,158,136,122,14
2024-07-04,3,27,Pasta,28.74,0,0,0,116,121,124,118,6
2024-07-05,4,27,Chole Bhature,27.19,0,0,0,97,105,118,104,14
2024-07-06,5,27,Paratha,27.49,0,1,0,113,126,147,143,4
2024-07-07,6,27,Noodles,23.66,1,0,1,139,140,97,95,2
2024-07-08,0,28,Paratha,34.8,0,1,0,81,68,106,83,23
2024-07-09,1,28,Poha,26.78,1,1,0,85,88,93,79,14
2024-07-10,2,28,Upma,39.59,1,0,0,87,74,83,61,22
2024-07-11,3,28,Fried Rice,27.95,0,0,0,136,121,142,137,5
2024-07-12,4,28,Paratha,31.01,0,1,0,116,113,148,125,23
2024-07-13,5,28,Dal Tadka,33.85,1,1,0,84,94,95,73,22
